COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N Not Closing,,ValveAlarms[015].0
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N Not Opening,,ValveAlarms[015].1
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N Lower Seat Not Lifting,,ValveAlarms[015].2
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N Upper Seat Not Lifting,,ValveAlarms[015].3
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N CheckSum Error,,ValveAlarms[015].4
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N Position Overrange,,ValveAlarms[015].5
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N No DeviceNet,,ValveAlarms[015].6
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N TX RX Error,,ValveAlarms[015].7
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N Button 1 Failure,,ValveAlarms[015].8
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N Button 2 Failure,,ValveAlarms[015].9
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N Actuation Timeout,,ValveAlarms[015].10
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N Multiple Solenoid ON,,ValveAlarms[015].11
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N Spare,,ValveAlarms[015].12
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N Spare,,ValveAlarms[015].13
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N Spare,,ValveAlarms[015].14
COMMENT,,,ValveAlarm$NXV445-05 - TK445 Discharge Valve$N Spare,,ValveAlarms[015].15
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N Valve Alarm,,ValveAlarms[016]
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N Not Closing,,ValveAlarms[016].0
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N Not Opening,,ValveAlarms[016].1
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N Lower Seat Not Lifting,,ValveAlarms[016].2
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N Upper Seat Not Lifting,,ValveAlarms[016].3
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N CheckSum Error,,ValveAlarms[016].4
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N Position Overrange,,ValveAlarms[016].5
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N No DeviceNet,,ValveAlarms[016].6
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N TX RX Error,,ValveAlarms[016].7
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N Button 1 Failure,,ValveAlarms[016].8
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N Button 2 Failure,,ValveAlarms[016].9
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N Actuation Timeout,,ValveAlarms[016].10
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N Multiple Solenoid ON,,ValveAlarms[016].11
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N Spare,,ValveAlarms[016].12
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N Spare,,ValveAlarms[016].13
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N Spare,,ValveAlarms[016].14
COMMENT,,,ValveAlarm$NXV445-30 - TK445 Inlet Valve$N Spare,,ValveAlarms[016].15
COMMENT,,,ValveAlarm$NXV445-31 - TK445 Inlet Drain Valve$N Valve Alarm,,ValveAlarms[017]
